Unnamed: 0.1,Unnamed: 0,index(),Регион,Населенный пункт,Группа компаний,ID проекта,Проект,Корпус,Класс недвижимости,Статус,Месяц,"Продано квартир, шт","Продано квартир, м2","Продано квартир, руб","Продано нежилых, шт","Продано нежилых, м2","Продано нежилых, руб","Продано машиномест, шт","Продано машиномест, м2","Продано машиномест, руб",Таргет,ЖК,Количество квартир,Общая площадь квартир,Дата получения РС,Дата публикации ИНС,Подъездов в доме,Количество квартир на этаже,Количество этажей,Пассажирских лифтов в доме,Грузовых лифтов в доме,Инфраструктура: Продукты,Инфраструктура: Медицина,Инфраструктура: Спорт,Инфраструктура: Новостройки,Инфраструктура: Школы,Инфраструктура: Детские сады,Всероссийский застройщик,Количество студий,Количество однокомнатных квартир,Количество двухкомнатных квартир,Количество трехкомнатных квартир,Количество четырехкомнатных квартир,Количество остальных квартир,Высота потолков,Площадь коммерческих помещений,Всего парковочных мест,Парковочных мест внутри дома,Парковочных мест у дома,Гостевых мест,Общая площадь земельного участка,Площадь детских площадок,Площадь особых площадок,Площадь спортивных площадок,Высота над уровнем моря,Самая низкая точка 250м,Самая высокая точка 250м,Широта,Долгота,Район,Количество домов 250м,Средняя этажность 250м,Расстояние до ближайшего строения,Инфраструктура: Торговые центры,Инфраструктура: Супермаркеты,Инфраструктура: Рядом ВУЗ,Есть железная дорога 250м,Есть ЛЭП 100м,Есть магистральные дороги 100м,Есть АЗС 100м,Есть скверы 500м,Есть лес 500м,Есть водоем 500м,Есть пляж 1000м,Есть кладбище 250м,Есть тюрьма 250м,Есть ПНД 250м,Есть наркодиспансер 250м,Есть промзона 250м,Есть гаражи 500м,Разнообразие общественного транспорта 1000м,Станции электропоезда 1000м,Уехать без пересадок: Луговая,Расстояние по навигатору до: Луговая,Уехать без пересадок: Центр,Расстояние по навигатору до: Центр,Уехать без пересадок: Первая речка,Расстояние по навигатору до: Первая речка,Уехать без пересадок: Вторая речка,Расстояние по навигатору до: Вторая речка,Уехать без пересадок: Третья рабочая,Расстояние по навигатору до: Третья рабочая,Уехать без пересадок: Окатовая,Расстояние по навигатору до: Окатовая,Уехать без пересадок: Баляева,Расстояние по навигатору до: Баляева,Уехать без пересадок: Кампус ДВФУ,Расстояние по навигатору до: Кампус ДВФУ,Расстояние по навигатору до: Артем,Расстояние по навигатору до: В-надеждинское,Основной материал фасада,Вспомогательный материал фасада,Тип дома,Тип фасада,Есть квартиры без отделки,Есть квартиры с черновой отделкой,Есть квартиры с чистовой отделкой,Есть квартиры под ключ,Закрытая территория,Видеонаблюдение во дворе,Есть площадки для собак,Есть велопарковка,Внутренний двор без машин,Вид из окна на море,Дата сбора информации,"Общая сумма полученных денег с проданных квартир, руб",Количество проданных машиномест,Количество проданных квартир,Общая площадь проданных квартир,Процент распроданности,Кумулятивная средняя стоимость кв.метра,Количество проданных нежилых помещений
291,1648,1 649,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37898,Типовой,Строится,Март 2021,1.0,24.0,2496000.0,0.0,0.0,0.0,1.0,13.25,450000.0,104000.0,Южный 37898,322,9247,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,25,2,2,50,1,12,37,5,5,Нет,276,46,0,0,0,0,2.8,0.0,181,53,0,128,3672,296.0,70.0,327.0,152,102,166,43.117919,131.964933,Нейбута ,6,13.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,1649,1 650,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37898,Типовой,Строится,Апрель 2021,,,,,,,,,,0.0,Южный 37898,322,9247,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,25,2,2,50,1,12,37,5,5,Нет,276,46,0,0,0,0,2.8,0.0,181,53,0,128,3672,296.0,70.0,327.0,152,102,166,43.117919,131.964933,Нейбута ,6,13.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,1650,1 651,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37898,Типовой,Строится,Май 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Южный 37898,322,9247,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,25,2,2,50,1,12,37,5,5,Нет,276,46,0,0,0,0,2.8,0.0,181,53,0,128,3672,296.0,70.0,327.0,152,102,166,43.117919,131.964933,Нейбута ,6,13.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,1651,1 652,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37898,Типовой,Строится,Июнь 2021,2.0,52.20000000000001,6003000.0,0.0,0.0,0.0,0.0,0.0,0.0,114999.99999999997,Южный 37898,322,9247,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,25,2,2,50,1,12,37,5,5,Нет,276,46,0,0,0,0,2.8,0.0,181,53,0,128,3672,296.0,70.0,327.0,152,102,166,43.117919,131.964933,Нейбута ,6,13.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,1652,1 653,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37898,Типовой,Строится,Июль 2021,1.0,24.0,2760000.0,0.0,0.0,0.0,0.0,0.0,0.0,115000.0,Южный 37898,322,9247,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,25,2,2,50,1,12,37,5,5,Нет,276,46,0,0,0,0,2.8,0.0,181,53,0,128,3672,296.0,70.0,327.0,152,102,166,43.117919,131.964933,Нейбута ,6,13.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,1653,1 654,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37898,Типовой,Строится,Август 2021,9.0,229.0,26865000.0,0.0,0.0,0.0,0.0,0.0,0.0,117314.41048034934,Южный 37898,322,9247,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,25,2,2,50,1,12,37,5,5,Нет,276,46,0,0,0,0,2.8,0.0,181,53,0,128,3672,296.0,70.0,327.0,152,102,166,43.117919,131.964933,Нейбута ,6,13.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,1654,1 655,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37898,Типовой,Строится,Сентябрь 2021,5.0,125.4,14421000.0,0.0,0.0,0.0,0.0,0.0,0.0,115000.0,Южный 37898,322,9247,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,25,2,2,50,1,12,37,5,5,Нет,276,46,0,0,0,0,2.8,0.0,181,53,0,128,3672,296.0,70.0,327.0,152,102,166,43.117919,131.964933,Нейбута ,6,13.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,1655,1 656,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37898,Типовой,Строится,Октябрь 2021,13.0,340.0,39723950.0,0.0,0.0,0.0,3.0,39.75,1350000.0,116835.14705882352,Южный 37898,322,9247,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,25,2,2,50,1,12,37,5,5,Нет,276,46,0,0,0,0,2.8,0.0,181,53,0,128,3672,296.0,70.0,327.0,152,102,166,43.117919,131.964933,Нейбута ,6,13.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,1656,1 657,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37898,Типовой,Строится,Ноябрь 2021,8.0,203.4,24090800.0,0.0,0.0,0.0,4.0,53.0,1800000.0,118440.51130776794,Южный 37898,322,9247,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,25,2,2,50,1,12,37,5,5,Нет,276,46,0,0,0,0,2.8,0.0,181,53,0,128,3672,296.0,70.0,327.0,152,102,166,43.117919,131.964933,Нейбута ,6,13.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,1657,1 658,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37898,Типовой,Строится,Декабрь 2021,17.0,408.2,49718380.0,0.0,0.0,0.0,3.0,39.75,1350000.0,121799.06908378247,Южный 37898,322,9247,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,25,2,2,50,1,12,37,5,5,Нет,276,46,0,0,0,0,2.8,0.0,181,53,0,128,3672,296.0,70.0,327.0,152,102,166,43.117919,131.964933,Нейбута ,6,13.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,1658,1 659,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37898,Типовой,Строится,Январь 2022,25.0,712.4,84302325.0,0.0,0.0,0.0,6.0,79.5,2700000.0,118335.66114542392,Южный 37898,322,9247,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,25,2,2,50,1,12,37,5,5,Нет,276,46,0,0,0,0,2.8,0.0,181,53,0,128,3672,296.0,70.0,327.0,152,102,166,43.117919,131.964933,Нейбута ,6,13.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,1659,1 660,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37898,Типовой,Строится,Февраль 2022,16.0,436.5,56627500.0,0.0,0.0,0.0,3.0,39.75,1550000.0,129730.81328751432,Южный 37898,322,9247,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,25,2,2,50,1,12,37,5,5,Нет,276,46,0,0,0,0,2.8,0.0,181,53,0,128,3672,296.0,70.0,327.0,152,102,166,43.117919,131.964933,Нейбута ,6,13.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,1660,1 661,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37898,Типовой,Строится,Март 2022,6.0,154.6,20876000.0,0.0,0.0,0.0,1.0,13.25,450000.0,135032.34152652006,Южный 37898,322,9247,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,25,2,2,50,1,12,37,5,5,Нет,276,46,0,0,0,0,2.8,0.0,181,53,0,128,3672,296.0,70.0,327.0,152,102,166,43.117919,131.964933,Нейбута ,6,13.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,1661,1 662,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37898,Типовой,Строится,Апрель 2022,21.0,566.6,79674700.0,0.0,0.0,0.0,0.0,0.0,0.0,140618.9551711966,Южный 37898,322,9247,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,25,2,2,50,1,12,37,5,5,Нет,276,46,0,0,0,0,2.8,0.0,181,53,0,128,3672,296.0,70.0,327.0,152,102,166,43.117919,131.964933,Нейбута ,6,13.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,1662,1 663,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37898,Типовой,Строится,Май 2022,5.0,169.4,23288000.0,0.0,0.0,0.0,0.0,0.0,0.0,137473.43565525382,Южный 37898,322,9247,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,25,2,2,50,1,12,37,5,5,Нет,276,46,0,0,0,0,2.8,0.0,181,53,0,128,3672,296.0,70.0,327.0,152,102,166,43.117919,131.964933,Нейбута ,6,13.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,1663,1 664,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37898,Типовой,Строится,Июнь 2022,1.0,26.0,3640000.0,0.0,0.0,0.0,0.0,0.0,0.0,140000.0,Южный 37898,322,9247,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,25,2,2,50,1,12,37,5,5,Нет,276,46,0,0,0,0,2.8,0.0,181,53,0,128,3672,296.0,70.0,327.0,152,102,166,43.117919,131.964933,Нейбута ,6,13.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,1664,1 665,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37898,Типовой,Строится,Июль 2022,3.0,78.2,11210000.0,0.0,0.0,0.0,0.0,0.0,0.0,143350.38363171354,Южный 37898,322,9247,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,25,2,2,50,1,12,37,5,5,Нет,276,46,0,0,0,0,2.8,0.0,181,53,0,128,3672,296.0,70.0,327.0,152,102,166,43.117919,131.964933,Нейбута ,6,13.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,1665,1 666,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37898,Типовой,Строится,Август 2022,6.0,217.7,24366000.0,0.0,0.0,0.0,1.0,13.25,750000.0,111924.66697289849,Южный 37898,322,9247,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,25,2,2,50,1,12,37,5,5,Нет,276,46,0,0,0,0,2.8,0.0,181,53,0,128,3672,296.0,70.0,327.0,152,102,166,43.117919,131.964933,Нейбута ,6,13.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,1666,1 667,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Январь 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,1667,1 668,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Февраль 2021,,,,,,,,,,0.0,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,1668,1 669,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Март 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,1669,1 670,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Апрель 2021,,,,,,,,,,0.0,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,1670,1 671,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Май 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,1671,1 672,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Июнь 2021,1.0,26.5,3047500.0,0.0,0.0,0.0,0.0,0.0,0.0,115000.0,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,1672,1 673,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Июль 2021,3.0,78.0,8893750.0,0.0,0.0,0.0,0.0,0.0,0.0,114022.43589743589,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,1673,1 674,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Август 2021,2.0,53.0,6094000.0,0.0,0.0,0.0,0.0,0.0,0.0,114981.1320754717,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
