Unnamed: 0.1,Unnamed: 0,index(),Регион,Населенный пункт,Группа компаний,ID проекта,Проект,Корпус,Класс недвижимости,Статус,Месяц,"Продано квартир, шт","Продано квартир, м2","Продано квартир, руб","Продано нежилых, шт","Продано нежилых, м2","Продано нежилых, руб","Продано машиномест, шт","Продано машиномест, м2","Продано машиномест, руб",Таргет,ЖК,Количество квартир,Общая площадь квартир,Дата получения РС,Дата публикации ИНС,Подъездов в доме,Количество квартир на этаже,Количество этажей,Пассажирских лифтов в доме,Грузовых лифтов в доме,Инфраструктура: Продукты,Инфраструктура: Медицина,Инфраструктура: Спорт,Инфраструктура: Новостройки,Инфраструктура: Школы,Инфраструктура: Детские сады,Всероссийский застройщик,Количество студий,Количество однокомнатных квартир,Количество двухкомнатных квартир,Количество трехкомнатных квартир,Количество четырехкомнатных квартир,Количество остальных квартир,Высота потолков,Площадь коммерческих помещений,Всего парковочных мест,Парковочных мест внутри дома,Парковочных мест у дома,Гостевых мест,Общая площадь земельного участка,Площадь детских площадок,Площадь особых площадок,Площадь спортивных площадок,Высота над уровнем моря,Самая низкая точка 250м,Самая высокая точка 250м,Широта,Долгота,Район,Количество домов 250м,Средняя этажность 250м,Расстояние до ближайшего строения,Инфраструктура: Торговые центры,Инфраструктура: Супермаркеты,Инфраструктура: Рядом ВУЗ,Есть железная дорога 250м,Есть ЛЭП 100м,Есть магистральные дороги 100м,Есть АЗС 100м,Есть скверы 500м,Есть лес 500м,Есть водоем 500м,Есть пляж 1000м,Есть кладбище 250м,Есть тюрьма 250м,Есть ПНД 250м,Есть наркодиспансер 250м,Есть промзона 250м,Есть гаражи 500м,Разнообразие общественного транспорта 1000м,Станции электропоезда 1000м,Уехать без пересадок: Луговая,Расстояние по навигатору до: Луговая,Уехать без пересадок: Центр,Расстояние по навигатору до: Центр,Уехать без пересадок: Первая речка,Расстояние по навигатору до: Первая речка,Уехать без пересадок: Вторая речка,Расстояние по навигатору до: Вторая речка,Уехать без пересадок: Третья рабочая,Расстояние по навигатору до: Третья рабочая,Уехать без пересадок: Окатовая,Расстояние по навигатору до: Окатовая,Уехать без пересадок: Баляева,Расстояние по навигатору до: Баляева,Уехать без пересадок: Кампус ДВФУ,Расстояние по навигатору до: Кампус ДВФУ,Расстояние по навигатору до: Артем,Расстояние по навигатору до: В-надеждинское,Основной материал фасада,Вспомогательный материал фасада,Тип дома,Тип фасада,Есть квартиры без отделки,Есть квартиры с черновой отделкой,Есть квартиры с чистовой отделкой,Есть квартиры под ключ,Закрытая территория,Видеонаблюдение во дворе,Есть площадки для собак,Есть велопарковка,Внутренний двор без машин,Вид из окна на море,Дата сбора информации,"Общая сумма полученных денег с проданных квартир, руб",Количество проданных машиномест,Количество проданных квартир,Общая площадь проданных квартир,Процент распроданности,Кумулятивная средняя стоимость кв.метра,Количество проданных нежилых помещений
317,1674,1 675,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Сентябрь 2021,2.0,52.95000000000001,6089250.0,0.0,0.0,0.0,0.0,0.0,0.0,114999.99999999999,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,1675,1 676,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Октябрь 2021,3.0,96.95,11723250.0,0.0,0.0,0.0,0.0,0.0,0.0,120920.57761732851,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,1676,1 677,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Ноябрь 2021,2.0,52.95000000000001,6486500.0,0.0,0.0,0.0,1.0,13.25,450000.0,122502.36071765814,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,1677,1 678,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Декабрь 2021,6.0,174.85,21020500.0,0.0,0.0,0.0,1.0,13.25,450000.0,120220.18873319989,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,1678,1 679,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Январь 2022,17.0,537.55,65133760.0,0.0,0.0,0.0,0.0,0.0,0.0,121167.81694726073,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,1679,1 680,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Февраль 2022,5.0,131.15,17186500.0,0.0,0.0,0.0,1.0,13.25,450000.0,131044.60541364849,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,1680,1 681,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Март 2022,9.0,234.65,31546250.0,0.0,0.0,0.0,3.0,39.75,1350000.0,134439.59088003408,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,1681,1 682,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Апрель 2022,11.0,284.3,39676750.0,0.0,0.0,0.0,3.0,39.75,2150000.0,139559.4442490327,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,1682,1 683,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Май 2022,1.0,25.4,3556000.0,0.0,0.0,0.0,0.0,0.0,0.0,140000.0,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,1683,1 684,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Июнь 2022,2.0,51.85,7259000.0,0.0,0.0,0.0,0.0,0.0,0.0,140000.0,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,1684,1 685,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Июль 2022,2.0,52.95000000000001,7678000.0,0.0,0.0,0.0,1.0,13.25,650000.0,145004.7214353163,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,1685,1 686,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37899,Типовой,Строится,Август 2022,3.0,114.45,16837000.0,0.0,0.0,0.0,1.0,13.25,650000.0,147112.2761031018,Южный 37899,252,7250,2018-06-27 00:00:00,2020-05-01 00:00:00,1,14,19,3,1,50,1,12,37,5,5,Нет,216,35,1,0,0,0,2.8,0.0,181,53,0,128,3672,231.0,70.0,418.0,148,102,166,43.117919,131.964933,Нейбута ,6,14.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,8,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,1686,1 687,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37900,Типовой,Строится,Январь 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Южный 37900,112,5762,2018-06-27 00:00:00,2020-05-01 00:00:00,1,112,15,2,1,50,1,12,37,5,5,Нет,14,0,84,1,0,0,2.8,0.0,182,0,54,128,3672,103.0,24.0,145.0,146,102,166,43.117919,131.964933,Нейбута ,4,12.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,9,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,1687,1 688,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37900,Типовой,Строится,Февраль 2021,,,,,,,,,,0.0,Южный 37900,112,5762,2018-06-27 00:00:00,2020-05-01 00:00:00,1,112,15,2,1,50,1,12,37,5,5,Нет,14,0,84,1,0,0,2.8,0.0,182,0,54,128,3672,103.0,24.0,145.0,146,102,166,43.117919,131.964933,Нейбута ,4,12.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,9,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,1688,1 689,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37900,Типовой,Строится,Март 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Южный 37900,112,5762,2018-06-27 00:00:00,2020-05-01 00:00:00,1,112,15,2,1,50,1,12,37,5,5,Нет,14,0,84,1,0,0,2.8,0.0,182,0,54,128,3672,103.0,24.0,145.0,146,102,166,43.117919,131.964933,Нейбута ,4,12.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,9,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,1689,1 690,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37900,Типовой,Строится,Апрель 2021,,,,,,,,,,0.0,Южный 37900,112,5762,2018-06-27 00:00:00,2020-05-01 00:00:00,1,112,15,2,1,50,1,12,37,5,5,Нет,14,0,84,1,0,0,2.8,0.0,182,0,54,128,3672,103.0,24.0,145.0,146,102,166,43.117919,131.964933,Нейбута ,4,12.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,9,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,1690,1 691,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37900,Типовой,Строится,Май 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Южный 37900,112,5762,2018-06-27 00:00:00,2020-05-01 00:00:00,1,112,15,2,1,50,1,12,37,5,5,Нет,14,0,84,1,0,0,2.8,0.0,182,0,54,128,3672,103.0,24.0,145.0,146,102,166,43.117919,131.964933,Нейбута ,4,12.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,9,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,1691,1 692,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37900,Типовой,Строится,Июнь 2021,2.0,76.0,8485000.0,0.0,0.0,0.0,0.0,0.0,0.0,111644.73684210527,Южный 37900,112,5762,2018-06-27 00:00:00,2020-05-01 00:00:00,1,112,15,2,1,50,1,12,37,5,5,Нет,14,0,84,1,0,0,2.8,0.0,182,0,54,128,3672,103.0,24.0,145.0,146,102,166,43.117919,131.964933,Нейбута ,4,12.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,9,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,1692,1 693,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37900,Типовой,Строится,Июль 2021,1.0,48.0,5280000.0,0.0,0.0,0.0,0.0,0.0,0.0,110000.0,Южный 37900,112,5762,2018-06-27 00:00:00,2020-05-01 00:00:00,1,112,15,2,1,50,1,12,37,5,5,Нет,14,0,84,1,0,0,2.8,0.0,182,0,54,128,3672,103.0,24.0,145.0,146,102,166,43.117919,131.964933,Нейбута ,4,12.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,9,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,1693,1 694,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37900,Типовой,Строится,Август 2021,4.0,98.0,11270000.0,0.0,0.0,0.0,0.0,0.0,0.0,115000.0,Южный 37900,112,5762,2018-06-27 00:00:00,2020-05-01 00:00:00,1,112,15,2,1,50,1,12,37,5,5,Нет,14,0,84,1,0,0,2.8,0.0,182,0,54,128,3672,103.0,24.0,145.0,146,102,166,43.117919,131.964933,Нейбута ,4,12.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,9,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,1694,1 695,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37900,Типовой,Строится,Сентябрь 2021,4.0,172.0,19471650.0,0.0,0.0,0.0,0.0,0.0,0.0,113207.26744186046,Южный 37900,112,5762,2018-06-27 00:00:00,2020-05-01 00:00:00,1,112,15,2,1,50,1,12,37,5,5,Нет,14,0,84,1,0,0,2.8,0.0,182,0,54,128,3672,103.0,24.0,145.0,146,102,166,43.117919,131.964933,Нейбута ,4,12.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,9,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,1695,1 696,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37900,Типовой,Строится,Октябрь 2021,7.0,309.0,34235000.0,0.0,0.0,0.0,0.0,0.0,0.0,110792.88025889968,Южный 37900,112,5762,2018-06-27 00:00:00,2020-05-01 00:00:00,1,112,15,2,1,50,1,12,37,5,5,Нет,14,0,84,1,0,0,2.8,0.0,182,0,54,128,3672,103.0,24.0,145.0,146,102,166,43.117919,131.964933,Нейбута ,4,12.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,9,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,1696,1 697,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37900,Типовой,Строится,Ноябрь 2021,5.0,208.0,23895000.0,0.0,0.0,0.0,2.0,26.5,900000.0,114879.80769230769,Южный 37900,112,5762,2018-06-27 00:00:00,2020-05-01 00:00:00,1,112,15,2,1,50,1,12,37,5,5,Нет,14,0,84,1,0,0,2.8,0.0,182,0,54,128,3672,103.0,24.0,145.0,146,102,166,43.117919,131.964933,Нейбута ,4,12.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,9,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,1697,1 698,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37900,Типовой,Строится,Декабрь 2021,4.0,234.0,26130000.0,0.0,0.0,0.0,0.0,0.0,0.0,111666.66666666667,Южный 37900,112,5762,2018-06-27 00:00:00,2020-05-01 00:00:00,1,112,15,2,1,50,1,12,37,5,5,Нет,14,0,84,1,0,0,2.8,0.0,182,0,54,128,3672,103.0,24.0,145.0,146,102,166,43.117919,131.964933,Нейбута ,4,12.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,9,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,1698,1 699,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37900,Типовой,Строится,Январь 2022,5.0,288.0,34490000.0,0.0,0.0,0.0,1.0,13.25,550000.0,119756.94444444444,Южный 37900,112,5762,2018-06-27 00:00:00,2020-05-01 00:00:00,1,112,15,2,1,50,1,12,37,5,5,Нет,14,0,84,1,0,0,2.8,0.0,182,0,54,128,3672,103.0,24.0,145.0,146,102,166,43.117919,131.964933,Нейбута ,4,12.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,9,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,1699,1 700,Приморский край,Владивосток,ДВ КОНСТРАКШЕН,10587,Южный,37900,Типовой,Строится,Февраль 2022,9.0,528.8,64297500.0,0.0,0.0,0.0,2.0,26.5,1100000.0,121591.33888048412,Южный 37900,112,5762,2018-06-27 00:00:00,2020-05-01 00:00:00,1,112,15,2,1,50,1,12,37,5,5,Нет,14,0,84,1,0,0,2.8,0.0,182,0,54,128,3672,103.0,24.0,145.0,146,102,166,43.117919,131.964933,Нейбута ,4,12.0,0,1,5,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Да,5,Да,9.0,Да,7.0,Нет,10,Да,5.0,Нет,9,Да,3.0,Нет,19,46,39,Другой,Стекло,Монолит,Панель,Да,Неизвестно,Нет,Нет,Нет,Неизвестно,Нет,Неизвестно,Нет,0.0,2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
